"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"MA1021002825","2021-12-16","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002700","2021-12-16","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Elevage","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"MA1021002702","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002719","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1021002273","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Elevage","Moi et d'autres","Non","Autre","1+","Non","Oui"
"MA1021002332","2021-12-16","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1021002381","2021-12-16","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2021-12-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1021001930","2021-12-17","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021001961","2021-12-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021001964","2021-12-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021001975","2021-12-17","Par téléphone","High","High","Yes","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Autre","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"MA1021001986","2021-12-17","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021001997","2021-12-17","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X019827","2021-12-27","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Non","Autre","1+","Non","Oui"
"NE1019X021129","2021-12-27","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5017X029278","2021-12-27","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","En espèces","Elevage","Moi et d'autres","Non","Autre","0","Non","Non"
"CH5017X029363","2021-12-27","Par téléphone","Low","Low","No","Identique","Non","Pas satisfait","Côte D'Ivoire","Niger","Masculin","36+",2,"Non","En espèces","Agriculture/aviculture","Moi et d'autres","Oui","Autre","0","Non","Non"
"CH5017X031018","2021-12-22","Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Féminin","14-35",0,"Non","En espèces","Commerce","Moi et d'autres","Oui","Autre","0","Non","Non"
"CH5019X030896","2022-01-18","Par téléphone","Low","Low","No","Pire","Non","Pas satisfait","Autre","Autre","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non"
"TN1021002056","2022-02-10","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",9,"Non","En espèces","Transport","Moi uniquement","Non","Autre","1","Non","Oui"
"TN1021001811","2022-02-10","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","36+",4,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"TN1021002294","2022-02-10","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",5,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X021342","2022-02-10","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1+","Non","Oui"
"MA1018001916","2022-02-10","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021062297D1E7B8","2022-03-10","Par téléphone","Low","Low","No","Mieux","Partiellement","OK","Burkina Faso","Algerie","Masculin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Non"
"LY1020BA0BDF99AC70","2022-03-10","Terrain/bureau OIM","Low","Low","No","Pire","Non","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Non"
"NE1019X037437X1","2022-03-10","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non"
"NE1021X049140X1","2022-03-11","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Niger","Masculin","36+",1,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1021X049612X1","2022-03-11","Terrain/bureau OIM","Low","Low","No","Pire","Non","Satisfait","Burkina Faso","Niger","Féminin","14-35",0,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"LY102033A6658F9BE3","2022-03-11","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Non"
"NE1021X049134X1","2022-03-11","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Satisfait","Burkina Faso","Niger","Masculin","36+",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non"
NA,"2022-03-11","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","36+",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"NE1021X050236","2022-03-11","Terrain/bureau OIM","High","Low","No","Pire","Non","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"MA102100038","2022-03-12","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Non","Autre","1","Non","Oui"
NA,"2022-03-12","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Féminin","36+",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2022-03-12","Terrain/bureau OIM","High","Low","No","Pire","Partiellement","Satisfait","Sénégal","Lybie","Féminin","36+",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2022-03-13","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Non"
NA,"2022-03-11","Terrain/bureau OIM","High","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2022-03-14","Terrain/bureau OIM","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","36+",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2022-03-14","Terrain/bureau OIM","High","High","No","Pire","Oui","Pas satisfait","Sénégal","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-03-11","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1021002071","2022-03-11","Terrain/bureau OIM","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1020003099","2022-03-11","Terrain/bureau OIM","High","Low","No","Identique","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"LY102100135","2022-03-14","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",5,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1020X008755","2022-03-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CH5018X018926","2022-03-14","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021004353","2022-03-14","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5021X011456X1","2022-03-15","Par téléphone","Low","Low","No","Mieux","Oui","OK","Autre","Algerie","Masculin","14-35",1,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021007212","2022-03-15","Par téléphone","Low","Low","Yes","Pire","Ne sait pas","OK","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X014067X1","2022-03-15","Par téléphone","Low","High","Yes","Mieux","Oui","Très satisfait","Autre","Algerie","Masculin","36+",4,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X011460X1","2022-03-15","Par téléphone","Low","High","No","Mieux","Oui","Satisfait","Autre","Algerie","Masculin","36+",4,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021006171","2022-03-15","Par téléphone","Low","High","Yes","Mieux","Oui","Très satisfait","Autre","Algerie","Masculin","36+",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021007120","2022-03-15","Par téléphone","High","High","No","Mieux","Oui","OK","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2022-03-15","Terrain/bureau OIM","Low","High","Yes","Identique","Oui","Satisfait","Sénégal","Autre","Masculin","36+",10,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"CH5021X011416X1","2022-03-15","Par téléphone","Low","High","No","Mieux","Oui","Satisfait","Autre","Algerie","Masculin","36+",5,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5018X028992X1","2022-03-15","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5018X029079X1","2022-03-15","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Lybie","Masculin","36+",2,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5017X013965X1","2022-03-15","Terrain/bureau OIM","Low","High","No","Mieux","Partiellement","OK","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Non"
NA,"2022-03-15","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui"
NA,"2022-03-15","Terrain/bureau OIM","High","High","No","Identique","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"AR-045612-1","2022-03-16","Par téléphone","High","High","No","Mieux","Oui","Satisfait","Autre","Algerie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021011159","2022-03-16","Par téléphone","Low","High","Yes","Souhaite ne pas répondre","Souhaite ne pas répondre","Souhaite ne pas répondre","Autre","Algerie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021009283","2022-03-16","Par téléphone","Low","Low","Yes","Identique","Partiellement","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-03-16","Terrain/bureau OIM","Low","Low","Yes","Identique","Non","Pas satisfait","Sénégal","Maroc","Féminin","14-35",6,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"LY1020008254","2022-03-16","Par téléphone","Low","High","No","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","14-35",2,"Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"TD1021001366","2022-03-16","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Autre","Masculin","36+",8,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2022-03-16","Terrain/bureau OIM","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1021004173","2022-03-16","Terrain/bureau OIM","Low","Low","No","Mieux","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021004085","2022-03-16","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Oui"
"MA1021003875","2022-02-17","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA10118002513","2022-02-17","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",3,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"CH5018X010247","2022-02-17","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",2,"Non","En espèces","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"TN1020001920","2022-02-17","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",3,"Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Non"
"NE1019X019398","2022-02-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",8,"Non","En espèces","Agriculture/aviculture","Moi et d'autres","Non","Autre","1","Non","Oui"
"MA1021004163","2022-02-24","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X041977","2022-02-24","Terrain/bureau OIM","High","Low","No","Ne sait pas","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",4,"Non","En espèces","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui"
"MA1020003021","2022-02-24","Terrain/bureau OIM","High","Low","No","Ne sait pas","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"DZ1021002775","2022-02-24","Terrain/bureau OIM","High","Low","No","Ne sait pas","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36+",4,"Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"TN1018001378","2022-02-24","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Autre","Féminin","14-35",4,"Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"LY1021009099","2022-03-16","Par téléphone","High","Low","No","Mieux","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X012480X1","2022-03-16","Par téléphone","Low","Low","Yes","Pire","Souhaite ne pas répondre","OK","Autre","Algerie","Masculin","36+",12,"Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021005603","2022-03-16","Par téléphone","Low","Low","No","Identique","Partiellement","OK","Autre","Algerie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X011805X1","2022-03-16","Par téléphone","Low","High","No","Identique","Partiellement","OK","Autre","Algerie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
