"","ID","interview_date","sex","age","migration_duration","return_country","origin_country","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","29_able_to_stay","30_wish_vs_need_leave","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","29_able_to_stay_n","30_wish_vs_need_leave_n","29_30_remigration_construct","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","29_30_remigration_construct_dim_weight","29_30_remigration_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","29_30_remigration_construct_dim_score","29_30_remigration_construct_comp_score","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore"
"1123","DZ1021007278","2022-12-02","Homme","25","1","Algérie","Guinee Conakry","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Faible","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0.25,0.5,1,0.75,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.25,0.5,0.5,0.458333333333333,0.5,0.5,0.75,0.5,0.75,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.06,0.02,0.025,0.015,0.1125,0.03,0.05,0.025,0.09,0.0075,0.11,0,0.075,0.03,0,0,0.15,0.1,0.5275,0.521666666666667,0.6725,0.588333333333333
"1124","CH5021X012668","2022-12-02","Homme","25","0","Niger","Guinee Conakry","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Très faible","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0.75,0.75,0,0.75,1,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.25,0.25,0.375,0.25,0.25,1,0.75,0.75,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0.03,0.01,0.0125,0.0075,0.15,0.04,0.075,0.0375,0.09,0.0075,0.11,0,0.075,0.03,0,0,0.15,0.1,0.6325,0.4275,0.6925,0.6225
"1125","NE1022X004371","2022-12-14","Homme","28","1","Niger","Nigeria","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Acceptable","Acceptable","Faible","Des fois ( 2 ou 3 fois le mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.5,0.5,1,0.75,1,0.25,1,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.25,0.5,0.5,0.5,1,1,0.75,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.0375,0.0075,0.04,0.02,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.09,0.0075,0.0825,0,0.075,0.03,0.1,0.03,0.15,0.1,0.6325,0.4875,0.8325,0.6825
"1126","LY1020001291","2022-12-16","Homme","30","5","Libye","Cote d'ivoire","Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","La dette est plus grande","Très faible","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Non","Acceptable","Très faible","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Mauvais","Je ne suis pas du tout d’accord - je n’ai pas du tout l’impression de faire partie de la communauté","Neutre","Des fois ( 2 ou 3 fois le mois)","Parfois discriminé(C'est arrrivé plusieurs fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.25,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.416666666666667,0.5,0.25,0,0.5,0.5,0.5,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0333333333333333,0.0166666666666667,0.06,0.02,0.0125,0.0075,0,0,0.05,0.025,0.06,0.005,0.055,0,0,0,0,0,0.15,0.1,0.1175,0.468333333333333,0.3875,0.326666666666667
"1127","CH1022X003160X1","2022-12-16","Homme","28","1","Algérie","Mali","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Bétails","Oui","Acceptable","Faible","Faible","Non - quelques uns mais pas tous","Faible","Oui","Faible","Faible","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.25,0.5,1,0.75,1,0.25,0,1,0,0.5,0.25,0.25,0.5,0.25,1,0.25,0.25,0.25,0.25,0.291666666666667,0.25,0.5,0.75,0.75,1,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.0275,0.0075,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0233333333333333,0.0116666666666667,0.03,0.01,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.475,0.333333333333333,0.7975,0.561666666666667
"1128","NE1021X053502X1","2022-12-16","Homme","19","1","Niger","Cote d'ivoire","Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Je ne sais pas","Oui","Aucun actif détenu","Non","Faible","Bien","Très faible","Oui","Acceptable","Non","Faible","Très faible","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.25,0.75,0,1,0.5,0.5,1,0,1,0.25,0.75,0,1,0.5,0,0.25,0,0.5,0.5,0.25,0.5,0.5,0.75,1,1,1,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.09,0.0225,0,0,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.02,0.01,0.06,0.02,0.025,0.015,0.1125,0.03,0.1,0.05,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.15,0.1,0.5625,0.44,0.8025,0.5775
"1129","NE1022X001117","2022-12-16","Homme","23","3","Niger","Cameroun","Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Je ne sais pas",NA,"Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Jamais","Correct","je suis un peu d'accord","Neutre","Jamais","Rarement discriminé( C'est arrivé une fois)","Jamais","Non","Oui",NA,0.75,0.5,1,0.75,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.75,0.5,1,0.75,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0,0,0.025,0.015,0.1125,0.03,0.05,0.025,0.12,0.01,0.0825,0,0.1,0.04,0.1,0.03,0.15,0.1,0.8125,0.525,0.74,0.6975
"1130","NE1022X001336","2022-12-16","Homme","30","1","Niger","Cote d'ivoire","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Bien","Oui","Aucun actif détenu","Oui","Bien","Bien","Bien",NA,"Acceptable","Non","Bien","Faible","Acceptable","Acceptable","Des fois ( 2 ou 3 fois le mois)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.75,0.25,0,1,1,0.75,1,0,0,0.75,0.75,0.75,0.5,0.5,0,0.75,0.25,0.5,0.5,0.583333333333333,0.5,0.75,0.75,0.75,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0,0,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.06,0.02,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.52,0.564166666666667,0.865,0.625833333333333
"1131","NE1022X001046","2022-12-16","Homme","23","0","Niger","Cote d'ivoire","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Je ne sait pas","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Oui","Bien","Bien","Acceptable",NA,"Acceptable","Oui","Bien","Très faible","Bien","Je ne sais pas","Jamais","Très mauvais - un réseau très faible","Je ne suis pas du tout d’accord - je n’ai pas du tout l’impression de faire partie de la communauté","Neutre","Des fois ( 2 ou 3 fois le mois)","Parfois discriminé(C'est arrrivé plusieurs fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.25,0.5,0.5,1,0.5,0.5,1,0,0,0.75,0.75,0.5,0.5,0.5,1,0.75,0,0.75,0.5,0.541666666666667,0,0,0,0.5,0.5,0.5,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.04,0.01,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0,0,0.075,0.0225,0.09,0.0225,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0433333333333333,0.0216666666666667,0,0,0,0,0,0,0.05,0.025,0.06,0.005,0.055,0,0,0,0,0,0.15,0.1,0.4425,0.633333333333333,0.315,0.499166666666667
"1132","LY1022003610","2022-12-16","Homme","36","3","Libye","Ghana","Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Bien","Oui","Terre Actifs reçus de l'OIM","Non","Bien","Bien","Acceptable","Oui","Acceptable","Oui","Acceptable","Bien","Acceptable","Bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,0.75,1,1,0.75,0,0.75,1,1,1,0.75,0.75,0.5,1,0.5,1,0.5,0.75,0.5,0.75,0.583333333333333,0.25,0.75,1,1,1,0.75,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.0825,0,0.05,0.02,0.1,0.03,0.15,0.1,0.825,0.659166666666667,0.82,0.773333333333333
"1133","NE1022X000254","2022-12-16","Homme","28","0","Niger","Ghana","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Bien","Oui","Autre (veuillez préciser)","Non","Acceptable","Acceptable","Bien",NA,"Bien","Oui","Bien","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,0.75,0.75,1,0.5,1,0.75,1,1,1,0.5,0.5,0.75,0.5,0.75,1,0.75,0.75,0.75,0.75,0.708333333333333,0.5,0.75,0.75,0.75,0.75,0.75,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0.08,0.02,0.05,0.01,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.06,0.02,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.0825,0,0.05,0.02,0.1,0.03,0.15,0.1,0.85,0.686666666666667,0.7575,0.785833333333333
"1134","NE1021X053499X1","2022-12-16","Homme","23","0","Niger","Cote d'ivoire","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","La dette est plus grande","Bien","Oui","Équipement et outils","Non","Bien","Acceptable","Acceptable",NA,"Acceptable","Non","Je ne sais pas","Bien","Bien","Bien","Souvent( au moins une fois la semaine)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Souvent( au moins une fois la semaine)","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,0.75,0,1,0,0.75,1,1,1,0.75,0.5,0.5,0.5,0.5,0,0.5,0.75,0.75,0.75,0.625,0.75,0.75,0.75,0.75,0.25,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0,0,0,0,0,0,0.15,0.045,0.1125,0.0225,0.05,0.025,0.09,0.03,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.03,0.0025,0.0825,0,0.075,0.03,0.1,0.03,0.15,0.1,0.74,0.5975,0.7525,0.6875
"1135","LY1021008173","2022-12-16","Homme","47","10","Libye","Ghana","Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Autre (veuillez préciser)","Non","Bien","Bien","Bien","Oui","Acceptable","Oui","Bien","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,1,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.5,1,0.75,0.75,0.75,0.75,0.708333333333333,0.25,0.75,1,1,0.75,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.8725,0.746666666666667,0.8425,0.840833333333333
"1136","LY1021008315","2022-12-16","Homme","36","2","Libye","Ghana","Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Bien","Oui","Terre Arbres ( fruits, noix, etc…) Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Acceptable","Oui","Acceptable","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Rarement discriminé( C'est arrivé une fois)","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,1,1,0.75,1,0.75,1,1,1,0.75,0.75,0.75,1,0.5,1,0.5,0.75,0.75,0.75,0.666666666666667,0.5,0.5,1,1,1,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0533333333333333,0.0266666666666667,0.06,0.02,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.0825,0,0.075,0.03,0.1,0.03,0.15,0.1,0.905,0.743333333333333,0.8625,0.851666666666667
