"BusinessSuccess","InterviewType","Country","CountryOfReturn","Gender","AgeGroup","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","Count"
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Oui","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Non",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Non",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Autre","1","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","Mixte","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Maroc","Masculin","36+","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Oui","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","36+","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Par téléphone","Sénégal","Niger","Masculin","36+","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","14-35","Oui","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Algerie","Masculin","36+","Non","En espèces","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Autre","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Autre","Autre","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Autre","Féminin","36+","Oui","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Autre","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Autre","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Autre","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Oui","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Oui","En nature","Autre","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Oui","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","14-35","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Autre","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","36+","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Féminin","36+","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Oui","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Oui","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","36+","Non","En espèces","Commerce","Moi uniquement","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","36+","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","36+","Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Niger","Féminin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Autre","1+","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Oui","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Oui","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","36+","Oui","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Féminin","14-35","Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Oui","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Oui","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Oui","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","1","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Féminin","14-35","Non","En espèces","Autre","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Féminin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Féminin","36+","Non","En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Autre","1","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Oui","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Oui","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","En espèces","Agriculture/aviculture","Moi uniquement","Oui","Autre","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Oui","Mixte","Autre","Moi uniquement","Oui","Autre","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Oui","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Maroc","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Maroc","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Autre","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Autre","Moi uniquement","Non","Autre","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Autre","1","Oui","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi et d'autres","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Oui","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","36+","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",1
"Low","Terrain/bureau OIM","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1","Oui","Oui",1
"Low","Terrain/bureau OIM","Côte D'Ivoire","Autre","Féminin","14-35","Non","En espèces","Commerce","Moi et d'autres","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Côte D'Ivoire","Autre","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
"Low","Terrain/bureau OIM","Côte D'Ivoire","Autre","Féminin","36+","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",1
