"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"NE1019X0221129","2021-12-08","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"NE1019X021136","2021-12-08","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/05/07 00:00:00","2021-05-28",1117,193.95833333333334
"NE1019X021137","2021-12-08","Par téléphone","Fermée","Non","Non","Identique","Non","Satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","2","Non","En espèces","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Oui","Community","NULL","NULL","2018/05/07 00:00:00","2021-05-31",1120,190.95833333333334
"NE1019X021162","2021-12-08","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/05/07 00:00:00","2021-08-18",1199,111.95833333333333
NA,"2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Oui","4 et plus","Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA
"CI1020001518","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans","2","Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Oui","2","Oui Positivement","Oui","Individual","NULL","NULL","2018/09/01 00:00:00","2021-04-01",943,251.95833333333334
"NE1019X022134","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Identique","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","2","Non","En espèces","Commerce","Moi uniquement","Non","Oui","2","Non","Oui","Individual","NULL","NULL","2018/05/27 00:00:00","2022-04-08",1412,-120.04166666666667
"CI1021001015","2021-12-09","Par téléphone","Fermée","Non","Non","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Agriculture","Moi avec des migrants de retour","Oui","Oui","Ne souhaite pas répondre","Oui Négativement","Non","Community","Business development/management training","31","2017/12/01 00:00:00","2019-01-01",396,1072.9583333333333
"NE1019X022364","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/05/29 00:00:00","2021-10-20",1240,49.958333333333336
"NE1019X022519","2021-12-09","Par téléphone","Autre","Non","Non","Identique","Non","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","N'a pas recu l'argent du microbusiness","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Non","Community","NULL","NULL","2018/06/02 00:00:00","2021-09-30",1216,69.95833333333333
NA,"2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","5","Non","En espèces","Autre","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"DZ1020001838","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","3","Non","En espèces","Commerce","Moi uniquement","Non","Oui","2","Non","Oui","Individual","NULL","NULL","2020/08/31 00:00:00","2020-12-29",120,344.9583333333333
"NE1019X022604","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","0","Non","En nature","Autre","Moi avec des migrants de retour","Oui","Non",NA,"Oui Positivement","Oui","Collective","Non spécifié","1","2018/06/08 00:00:00","2020-02-10",612,667.9583333333334
"NE1019X022606","2021-12-09","Par téléphone","Fermée","Partiellement","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En espèces","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Oui Négativement","Oui","Community","Non spécifié","1","2018/05/31 00:00:00","2021-06-24",1120,167.95833333333334
"DZ1020001767","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Autre","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/31 00:00:00","2021-03-17",198,266.9583333333333
"NE1019X022651","2021-12-09","Par téléphone","Fermée","Partiellement","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans","5","Non","En espèces","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Oui Négativement","Non","Community","Non spécifié","1","2018/06/02 00:00:00","2021-08-12",1167,118.95833333333333
"NE1019X022668","2021-12-09","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-17 ans","0","Non","En nature","Commerce","Moi avec des migrants de retour","Oui","Non",NA,"Oui Négativement","Oui","Collective","Non spécifié","1","2018/06/08 00:00:00","2020-02-10",612,667.9583333333334
"NE1019X022786","2021-12-10","Par téléphone","Autre","Non","Non","Identique","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Oui","Community","Non spécifié","1","2018/05/31 00:00:00","2021-06-11",1107,181.95833333333334
"NE1019X023077","2021-12-10","Par téléphone","Fermée","Partiellement","Non","Identique","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Non","Community","NULL","NULL","2018/05/31 00:00:00","2021-05-31",1096,192.95833333333334
"NE1019X023081","2021-12-10","Par téléphone","Autre","Non","Non","Identique","N/A (retour non volontaire)","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Autre","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Non","Souhaite ne pas répondre","NULL","NULL","NULL","2018/06/08 00:00:00","2021-01-01",938,342.9583333333333
"NE1019X023421","2021-12-10","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","2","Non","En nature","Autre","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/07/11 00:00:00","2022-04-08",1367,-119.04166666666667
"NE1019X023600","2021-12-10","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En espèces","Restauration","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/07/25 00:00:00","2021-04-08",988,245.95833333333334
"DZ1020001850","2021-12-10","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Bâtiment/construction","Moi uniquement","Non","Oui","4 et plus","Non","Oui","Individual","NULL","NULL","2020/08/31 00:00:00","2021-03-02",183,282.9583333333333
"DZ1020001851","2021-12-10","Par téléphone","Mon entreprise n’est pas encore ouverte","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Autre","Moi uniquement","Non","Non",NA,"Non","Non","Individual","NULL","NULL","2020/08/31 00:00:00","2020-12-30",121,344.9583333333333
"DZ1020002066","2021-12-10","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Autre","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/12/17 00:00:00","2021-06-01",166,191.95833333333334
"DZ1020002422","2021-12-10","Par téléphone",NA,NA,"Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-17 ans",NA,"Non","En espèces",NA,NA,NA,NA,NA,NA,"Non","Individual","NULL","NULL","2020/12/17 00:00:00","2021-03-18",91,266.9583333333333
"DZ1020002597","2021-12-10","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Partiellement","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non","En espèces","Agriculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/12/17 00:00:00","2021-09-29",286,71.95833333333333
"NE1019X023156","2021-12-10","Par téléphone","Fermée","Non","Oui régulièrement","Identique","Non","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi avec des migrants de retour","Oui","Non",NA,"Non","Non","Collective","Business development/management training","20","2018/06/28 00:00:00","2020-05-05",677,583.9583333333334
"NE1019X023422","2021-12-10","Par téléphone","Fermée","Non","Non","Identique","Partiellement","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans","1","Non","En nature","Autre","Moi avec des migrants de retour et des membres d’une communauté","Non","Non",NA,"Non","Oui","Community","Non spécifié","1","2018/07/11 00:00:00","2022-04-08",1367,-119.04166666666667
"LY10210007366","2021-11-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","10","Non","En nature","Elevage","Moi uniquement","Non","Oui","3","Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA
"LY1020007501","2021-11-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","4","Non","En nature","Coiffure","Moi uniquement","Non","Oui","1","Non","Oui","Individual","NULL","NULL","2020/11/30 00:00:00","2021-07-26",238,100.95833333333333
"LY1018003983","2021-11-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","6","Non","En nature","Couture","Moi uniquement","Non","Oui","2","Oui Négativement","Oui","Individual","NULL","NULL","2018/10/24 00:00:00","2021-07-22",1002,104.95833333333333
"LY1020004774","2021-11-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans","3","Non","En nature","Bâtiment/construction","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/20 00:00:00","2021-04-26",249,191.95833333333334
"LY1018002871","2021-11-04","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans","3","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/07/10 00:00:00","2021-07-30",1116,96.95833333333333
"CH5018X035704","2021-12-13","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/11/29 00:00:00","2021-02-19",813,296.9583333333333
"CH5018X035706","2021-12-13","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/11/29 00:00:00","2021-03-18",840,269.9583333333333
"CH5018X035710","2021-12-13","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/11/29 00:00:00","2021-02-26",820,289.9583333333333
"CH5019X007141","2021-12-13","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/03/12 00:00:00","2020-07-29",505,501.9583333333333
"CH5019X007171","2021-12-13","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/03/12 00:00:00","2021-02-17",708,298.9583333333333
"CH5019X007172","2021-12-13","Par téléphone","Fermée","Non","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Non","Oui","4 et plus","Non","Non","Community","NULL","NULL","2019/03/12 00:00:00","2021-10-25",958,48.958333333333336
"CH5019X007176","2021-12-14","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En espèces","Transport (Moto - Auto et autres)","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2019/03/12 00:00:00","2020-10-09",577,430.9583333333333
"CH5019X034117","2021-12-14","Par téléphone","Fermée","Non","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans","1","Non","En nature","Commerce","Moi avec des migrants de retour","Non","Souhaite ne pas répondre",NA,"Non","Non","Collective","NULL","NULL","2019/10/24 00:00:00","2021-10-25",732,49.958333333333336
"CH5019X034120","2021-12-14","Par téléphone","Fermée","Non","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","En nature","Commerce","Moi avec des migrants de retour","Oui","Non",NA,"Oui Négativement","Non","Collective","NULL","NULL","2019/10/24 00:00:00","2021-10-25",732,49.958333333333336
"CH5020X005113X1","2021-12-14","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Oui","Ne souhaite pas répondre","Non","Oui","Individual","NULL","NULL","2020/08/27 00:00:00","2020-08-28",1,472.9583333333333
"CH5020X005115X1","2021-12-14","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non","En espèces","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/08/27 00:00:00","2020-12-15",110,363.9583333333333
"CH5020X005116X1","2021-12-14","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non","En espèces","Couture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/08/27 00:00:00","2020-08-28",1,472.9583333333333
