"Project","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TimeToReceiveSupport","ReceivedSupportAs","AssistanceType","BusinessType","BusinessMembers","MicroBusinessLevel","SupportTotalValue","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","Business development/management training",NA,"En nature","Micro Business","Agriculture","Moi avec des migrants de retour","Community",NA,"Oui","Oui","Ne souhaite pas répondre","Oui Négativement"
"JI","Par téléphone","High","High","Non","Identique","N/A (retour non volontaire)","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",0,"Non",NA,4,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",817000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","Low","Low","Non","Identique","Non","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",0,"Non",NA,16,"En nature","Micro Business","Autre","Moi avec des migrants de retour et des membres d’une communauté",NA,NA,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","High","Non","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans",5,"Non",NA,24,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",450000,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",3,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Oui","2","Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",0,"Non",NA,12,"En nature","Micro Business","Autre","Moi avec des migrants de retour",NA,1000000,"Oui","Non",NA,"Oui Positivement"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",1,"Non","Non spécifié",4,"En espèces","Micro Business","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Oui","Non",NA,"Oui Négativement"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,NA,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36-65 ans",5,"Non","Non spécifié",8,"En espèces","Micro Business","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Oui","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-17 ans",0,"Non","Non spécifié",8,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",1000000,"Oui","Non",NA,"Oui Négativement"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans",1,"Non",NA,NA,"En nature","Micro Business","Autre","Moi avec des migrants de retour et des membres d’une communauté",NA,NA,"Oui","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",2,"Non",NA,52,"En nature","Micro Business","Commerce","Moi uniquement","Individual",600000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",1,"Non",NA,52,"En espèces","Micro Business","Restauration","Moi uniquement","Individual",600000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Oui","4 et plus","Non"
"JI","Par téléphone","Low","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,NA,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,640000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","High","Non","Pire","Partiellement","Satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Agriculture","Moi uniquement","Individual",800000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Oui régulièrement","Identique","Non","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans",3,"Non","Business development/management training",8,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",483000,"Oui","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","Partiellement","OK","Côte D'Ivoire","Algerie","Masculin","18-35 ans",1,"Non","Non spécifié",NA,"En nature","Micro Business","Bâtiment/construction","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",10,"Non",NA,26,"En nature","Micro Business","Elevage","Moi uniquement",NA,9500,"Non","Oui","3","Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Oui régulièrement","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",4,"Non",NA,25,"En nature","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",9500,"Non","Oui","1","Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",6,"Non",NA,24,"En nature","Micro Business","Couture","Moi uniquement","Individual",9500,"Non","Oui","2","Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36-65 ans",3,"Non",NA,24,"En nature","Micro Business","Elevage","Moi uniquement","Individual",NA,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non",NA,NA,"En nature","Micro Business","Elevage","Moi uniquement","Individual",NA,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","18-35 ans",3,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En nature","Micro Business","Aviculture","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Non","Oui","4 et plus","Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Artisan-Ouvrier","Moi uniquement","Individual",NA,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non","Business development/management training",NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",1,"Non",NA,NA,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",NA,"Non","Souhaite ne pas répondre",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En nature","Micro Business","Commerce","Moi avec des migrants de retour","Collective",NA,"Oui","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",500000,"Non","Oui","Ne souhaite pas répondre","Non"
"JI","Par téléphone","Low","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",500000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",500000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Artisan-Ouvrier","Moi uniquement","Individual",500000,"Non","Oui","3","Oui Négativement"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36-65 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Collective",650000,"Non","Oui","2","Non"
"JI","Par téléphone","Low","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",0,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",460000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",800000,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Féminin","18-35 ans",NA,"Non",NA,NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",NA,"Non","Non",NA,"Oui Positivement"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Mali","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Transport (Moto - Auto)","Moi uniquement","Community",650000,"Oui","Non",NA,"Oui Négativement"
"JI","Par téléphone","Low","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Aviculture","Moi uniquement","Individual",850000,"Non","Non",NA,"Oui Négativement"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","36-65 ans",0,"Non",NA,156,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",600000,"Non","Non",NA,"Oui Positivement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Aviculture","Moi et membres de la communauté","Individual",850000,"Non","Oui","2","Non"
"JI","Par téléphone","Low","Low","Non","Identique","Oui","OK","Côte D'Ivoire","Niger","Masculin","18-35 ans",2,"Non",NA,12,"En nature","Micro Business","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Oui","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",800000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Oui régulièrement","Identique","N/A (retour non volontaire)","Pas du tout satisfait","Côte D'Ivoire","Niger","Masculin","18-35 ans",4,"Non",NA,NA,"En nature","Micro Business","Autre","Moi avec des migrants de retour et des membres d’une communauté",NA,NA,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",840000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Autre","Moi uniquement",NA,840000,"Oui","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Oui irrégulièrement","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","18-35 ans",5,"Non",NA,156,"En nature","Micro Business","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Community",NA,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36-65 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",NA,"Non","Souhaite ne pas répondre",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Elevage","Moi uniquement","Individual",650000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",840000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Féminin","18-35 ans",NA,"Non","Business development/management training",NA,"En espèces","Micro Business","Restauration","Moi uniquement","Individual",1500000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","High","Non","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Elevage","Moi et membres de la communauté","Individual",850000,"Oui","Oui","2","Oui Positivement"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Mauritanie","Maroc","Féminin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,1500000,"Non","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36-65 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",NA,"Oui","Non",NA,"Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Artisan-Ouvrier","Moi et membres de la communauté","Individual",NA,"Non","Oui","3","Non"
"JI","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36-65 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement","Individual",1150000,"Oui","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Pire","Partiellement","Satisfait","Côte D'Ivoire","Maroc","Masculin","18-35 ans",NA,"Non",NA,NA,"En espèces","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",850000,"Non","Non",NA,"Oui Négativement"
